No,TI024111,TI024114,PI024111,PI024114,PDI024112,FI024117,ZI024113,TI024202,TI024207,TI024208,PI024202,PI024207,PI024208,FI024202,FI024208,TI024301,PI02001A,FI02001A,SI0201,TIA024500A,TIA024501A,TIA024502A,TIA024503A,TIA024504A,TIA024505A,TIA024506A,TIA024507A,TIA024508A,TIA024509A,TIA024510A,TIA024511A,TIA024512A,TIA024513A,TIA024514A,TIA024515A,VIA024502X,VIA024502Y,VIA024503X,VIA024503Y,VIA024506X,VIA024506Y,VIA024507X,VIA024507Y,VIA024508X,VIA024508Y,VIA024511X,VIA024511Y,VIA024514X,VIA024514Y,VIA024515X,VIA024515Y,ZIA024503A,ZIA024503B,ZIA024504A,ZIA024504B,ZIA024512A,ZIA024512B,K024504,K024515,II024501,II024502,SI024402,SI024403,SI024404,SI024405,SI024406
7650,25.25,85.62,95.24,0.6,7.22,255701.2,75.17,4449,300,35.16,0.56,6.5,6.5,115704.9,63729.89,58.26,8.79,0,4450,71.19,55.48,71.48,51.89,63.39,58.7,54.02,68.23,57.53,77.86,53.83,57.53,52.59,53.87,80.49,58.12,34.11,50.47,53.48,59.42,6.11,10.12,8.4,9.55,8.68,12.84,18.43,20.16,22.47,20.69,16.36,24.45,-0.27,-0.27,-0.4,-0.39,0.28,0.3,11193.55,4465.64,0,0,4449,4449,4450,4450,4449
7651,25.35,85.73,95.24,0.6,6.91,228872.1,77.25,4458,300,35.03,0.55,6.47,6.48,115456,64969.37,57.86,9.03,5.06,4457,71.08,55.55,71.78,51.86,63.39,58.96,53.94,68.23,57.35,77.78,53.91,57.64,52.7,53.94,80.42,58.12,33.73,48.37,48.53,59.81,6.49,10.69,8.21,8.79,8.68,12.84,18.24,20.16,22.47,17.54,15.96,23.66,-0.27,-0.27,-0.4,-0.41,0.28,0.29,11214.46,4480.48,0,0,4458,4457,4458,4458,4458
7652,24.94,86.24,95.19,0.6,7.45,264573.6,77.05,4443,300,35.23,0.56,6.54,6.55,120248.6,63559.45,57.94,9.24,0,4444,71.3,55.52,71.89,51.82,63.46,58.96,54.13,68.15,57.5,77.93,53.98,57.75,52.92,54.2,80.24,58.3,35.25,50.09,46.62,60.38,6.3,10.5,9.17,8.79,8.49,13.21,18.43,20.16,24.63,17.54,14.98,22.87,-0.27,-0.27,-0.4,-0.4,0.27,0.29,11230.05,4477.99,0,0,4443,4444,4444,4444,4443
7653,23.71,85.62,95.19,0.6,7.24,257880.2,78.2,4479,300,35.35,0.55,6.45,6.47,116977.9,63851.36,57.57,9.15,3.56,4479,71.12,55.7,71.89,52.15,63.17,59.25,54.13,68.08,57.53,77.93,54.02,57.75,52.92,54.2,80.42,58.08,34.87,49.33,47.39,57.33,6.68,10.12,8.79,8.98,8.68,13.21,18.05,20.16,21.88,14.98,14.59,19.91,-0.28,-0.27,-0.4,-0.4,0.28,0.3,11231.49,4451.09,0,0,4479,4478,4478,4478,4479
7654,23.2,85.73,95.27,0.6,7.09,236734.1,77.05,4454,300,35.21,0.56,6.33,6.34,113657.3,64481.43,57.86,8.69,3.5,4454,71.16,55.59,71.41,52,63.25,58.23,53.8,68.04,57.46,77.64,53.87,57.61,52.63,53.98,80.27,58.12,35.82,49.33,47.58,58.47,6.11,10.31,8.21,8.6,9.05,13.59,18.43,20.54,20.89,17.34,17.34,26.22,-0.28,-0.27,-0.42,-0.41,0.28,0.3,11178.21,4457.02,0,0,4454,4454,4453,4454,4454
7655,22.52,85,95.3,0.6,7.02,253958.6,77.08,4476,300,35.13,0.55,6.32,6.33,112832.8,63654.19,57.72,8.76,5.04,4476,71.12,55.7,71.3,52.04,63.32,58.7,53.83,68.12,57.46,77.64,53.72,57.57,52.48,53.98,80.49,57.94,35.44,54.47,46.81,57.52,6.3,9.93,8.98,8.98,8.68,13.78,18.62,20.35,21.88,15.17,15.57,23.07,-0.28,-0.28,-0.41,-0.39,0.29,0.31,11288.44,4462.21,0,0,4476,4476,4475,4476,4475
7656,21.01,84.74,95.42,0.6,7.11,234132.7,77.05,4454,300,34.96,0.56,6.39,6.4,120375.3,63449.02,57.64,9.02,3.56,4455,71.08,55.48,71.12,51.78,63.43,58.37,53.69,68.23,57.17,77.53,53.69,57.39,52.11,53.72,80.42,57.9,36.78,50.66,49.48,57.71,6.3,10.31,9.17,8.98,8.68,13.78,18.43,20.16,22.47,20.89,16.16,25.04,-0.28,-0.28,-0.4,-0.39,0.28,0.3,11197.65,4472.9,0,0,4454,4454,4454,4455,4455
7657,21.18,84.67,95.36,0.6,6.99,219772.4,80.27,4464,300,34.57,0.55,6.49,6.5,115660.2,65874.97,57.94,9.12,4.87,4464,70.94,55.41,71.01,51.56,63.5,58.67,53.58,68.34,56.84,77.53,53.54,57.39,52.11,53.47,80.42,57.94,35.06,53.33,47.2,58.66,6.68,10.5,8.6,9.74,8.68,12.84,17.66,19.97,20.5,17.34,14.39,21.29,-0.29,-0.28,-0.41,-0.4,0.28,0.3,11184.71,4449.63,0,0,4464,4464,4464,4464,4464
7658,20.53,84.08,95.42,0.6,7.41,245370.5,77,4437,300,34.5,0.56,6.38,6.39,119204.1,65304.93,57.83,8.92,5,4437,70.9,55.33,70.9,51.67,63.32,57.72,53.32,68.3,56.65,77.34,53.47,57.17,51.93,53.47,80.02,57.61,34.87,52.18,48.15,59.62,6.3,10.12,8.4,9.55,8.49,13.21,18.43,20.93,24.24,15.96,15.77,23.46,-0.29,-0.28,-0.41,-0.39,0.28,0.3,11170.82,4461.4,0,0,4437,4436,4436,4437,4436
7659,20.05,84.16,95.39,0.6,7.31,248000.6,79.18,4441,300,34.81,0.56,6.4,6.41,115629.1,65984.69,57.9,8.94,3.45,4441,70.94,55.23,71.05,51.71,63.5,58.19,53.43,68.23,56.65,77.31,53.39,57.24,52.15,53.54,80.2,57.72,37.73,55.8,48.34,58.09,7.25,9.54,8.6,8.6,8.68,13.4,18.24,20.93,23.45,19.51,15.57,24.84,-0.29,-0.29,-0.39,-0.39,0.28,0.3,11164.95,4434.98,0,0,4441,4442,4442,4441,4442
7660,19.64,84.85,95.33,0.61,6.91,220624.2,79.15,4451,300,34.64,0.56,6.45,6.46,112748.6,62073.9,57.42,9.11,3.54,4452,71.01,55.41,71.01,51.75,63.46,58.37,53.43,68.41,56.84,77.6,53.54,57.31,52.26,53.72,80.27,57.97,35.82,52.95,48.91,62.66,6.49,10.12,8.21,8.21,8.87,13.21,18.24,20.54,17.93,19.12,16.16,25.24,-0.29,-0.29,-0.41,-0.39,0.28,0.3,11199.52,4468.72,0,0,4451,4451,4452,4451,4451
7661,19.27,84.67,95.3,0.61,7.18,227448.5,79.22,4448,300,34.64,0.56,6.55,6.56,113166.7,64723.67,57.28,9.27,0,4448,70.97,55.19,71.12,51.67,63.54,58.34,53.58,68.45,56.62,77.53,53.43,57.06,52.22,53.61,80.27,57.75,35.25,51.42,51,58.66,6.49,9.93,8.21,8.4,8.68,13.21,18.24,20.35,21.88,17.14,15.37,23.07,-0.3,-0.29,-0.41,-0.4,0.28,0.3,11128.54,4423.29,0,0,4448,4447,4448,4448,4448
7662,19.06,83.79,95.39,0.6,7.38,209807.7,79.1,4454,300,34.33,0.55,6.39,6.4,116164.9,64179.7,57.75,9.15,0,4454,70.86,55.26,70.83,51.6,63.32,58.41,53.32,68.56,56.62,77.53,53.32,57.17,52.08,53.28,80.2,57.68,35.63,52.37,51,57.14,6.3,9.93,9.17,8.98,8.87,13.21,18.24,20.16,21.09,15.77,15.57,24.05,-0.29,-0.29,-0.4,-0.4,0.29,0.3,11228.26,4457.77,0,0,4454,4455,4454,4454,4454
7663,19.2,83.83,95.36,0.61,7.58,223948.6,79.15,4437,300,34.33,0.56,6.27,6.28,116604,62775.25,58.04,9,0,4437,70.86,55.19,70.57,51.53,63.39,56.98,52.95,68.41,56.36,77.2,53.21,57.17,51.67,53.25,80.2,57.61,35.06,53.14,51.76,57.14,6.11,9.73,8.98,8.6,9.05,13.02,18.62,20.73,25.23,15.37,15.18,23.86,-0.29,-0.29,-0.4,-0.4,0.29,0.3,11159.36,4439.01,0,0,4437,4437,4437,4437,4438
7664,19.2,83.79,95.3,0.61,7.9,210768.3,79.15,4450,300,34.23,0.56,6.39,6.4,117904.4,62537.51,57.64,9.07,0,4451,70.86,55.15,70.75,51.53,63.43,57.83,53.1,68.48,56.32,77.27,53.21,56.95,52,53.25,80.24,57.53,34.49,52.56,51,55.23,6.3,10.5,8.21,9.17,8.49,13.21,18.62,20.73,20.89,18.13,15.37,24.25,-0.29,-0.29,-0.4,-0.39,0.29,0.3,11194.81,4456.17,0,0,4450,4451,4451,4450,4450
7665,18.96,84.23,95.33,0.61,7.38,202696.8,79.13,4449,300,34.25,0.56,6.52,6.54,115487.8,62876.31,57.31,8.91,0,4449,70.83,55.08,70.9,51.42,63.5,58.01,52.99,68.56,56.18,77.53,53.14,56.87,51.78,53.21,80.09,57.61,35.06,53.9,52.9,54.66,6.49,9.54,8.6,8.6,8.68,13.02,18.24,20.73,20.69,16.95,15.37,23.66,-0.3,-0.29,-0.4,-0.38,0.28,0.3,11205.13,4445.15,0,0,4449,4449,4449,4449,4449
7666,18.45,83.39,95.42,0.6,7.31,198068.8,79.13,4453,300,33.91,0.56,6.37,6.38,113237.3,63613.86,56.98,8.91,4.83,4454,70.68,55.01,70.46,51.16,63.25,57.86,52.77,68.48,55.99,77.12,53.14,56.87,51.6,53.03,79.98,57.42,35.44,52.18,53.09,54.66,6.49,9.93,9.17,8.6,8.68,13.78,18.43,20.93,20.5,17.93,15.77,25.04,-0.3,-0.29,-0.41,-0.39,0.29,0.3,11200.78,4451.04,0,0,4453,4454,4453,4453,4454
7667,17.76,83.17,95.42,0.61,7.45,202421.6,79.13,4423,300,33.77,0.56,6.4,6.41,114019.7,64711.31,57.02,8.69,3.51,4423,70.75,54.86,70.42,51.16,63.43,57.64,52.73,68.56,55.92,77.12,53.03,56.76,51.38,52.95,80.02,57.2,35.44,52.56,50.24,54.66,6.87,9.93,8.02,8.21,9.05,12.65,18.43,20.54,22.66,15.96,15.57,23.27,-0.3,-0.29,-0.42,-0.39,0.29,0.31,11112.51,4421.84,0,0,4423,4423,4422,4422,4422
7668,17.7,83.02,95.54,0.61,7.46,201208.9,82.3,4430,300,33.45,0.56,6.17,6.18,112913.3,64456.71,57.24,9.44,0,4431,70.53,54.82,70.24,51.01,63.39,56.36,52.44,68.52,55.63,76.83,52.81,56.73,51.31,52.7,79.98,57.2,35.44,52.95,51.57,55.04,6.87,9.54,9.17,8.98,9.05,13.21,18.24,20.73,22.66,15.37,15.18,22.67,-0.3,-0.29,-0.42,-0.4,0.29,0.3,11153.5,4442.99,0,0,4430,4430,4431,4431,4431
7669,18.82,84.12,95.48,0.62,7.55,200310.1,76.42,4428,300,33.84,0.58,6.28,6.29,114074.7,65037.28,57.31,8.73,5.01,4429,70.79,54.97,70.61,51.16,63.46,56.29,52.73,68.56,55.96,77.16,52.92,56.73,51.67,53.03,79.98,57.42,37.73,55.61,52.14,55.04,6.3,9.73,8.79,9.55,8.68,12.84,18.24,20.54,21.28,17.93,14.98,25.04,-0.3,-0.29,-0.42,-0.4,0.28,0.3,11156.9,4430.82,0,0,4428,4429,4429,4429,4429
7670,18.96,84.74,95.6,0.61,7.11,235119.6,73.27,4443,300,34.13,0.56,6.42,6.42,112077,63686.25,57.13,8.99,4.87,4443,70.79,54.97,70.72,51.34,63.43,58.12,53.21,68.59,56.14,77.2,53.06,56.98,51.67,53.14,80.27,57.42,34.11,52.56,49.67,54.28,6.68,9.54,8.02,9.17,8.68,12.65,18.43,20.35,18.33,20.89,15.57,25.63,-0.3,-0.29,-0.42,-0.4,0.29,0.3,11182.91,4447.83,0,0,4443,4443,4443,4443,4443
7671,19.61,84.89,95.65,0.61,7.15,225839.2,72.24,4464,300,34.13,0.56,6.21,6.22,112552.5,62999.12,57.5,8.9,4.99,4464,70.94,55.08,70.75,51.42,63.57,58.12,53.28,68.48,56.4,77.53,53.1,56.98,51.78,53.14,80.16,57.57,34.68,51.61,50.62,57.33,6.68,9.93,8.02,8.4,8.49,13.4,18.24,19.97,18.92,16.55,15.18,24.05,-0.29,-0.29,-0.42,-0.4,0.29,0.3,11217.71,4432.24,0,0,4464,4464,4465,4465,4464
7672,20.53,76.32,95.57,0.61,7.3,254619.8,72.22,4433,300,34.38,0.57,6.38,6.39,115332.1,63038.91,57.42,9.19,3.4,4433,70.97,55.12,70.9,51.53,63.5,57.72,53.17,68.26,56.54,77.56,53.21,57.09,52.04,53.36,80.16,57.61,35.25,53.14,50.43,55.62,6.49,9.54,8.4,8.6,8.87,12.27,18.05,20.73,21.48,15.37,15.57,24.65,-0.3,-0.29,-0.43,-0.4,0.28,0.3,11102.29,4427.3,0,0,4433,4433,4433,4433,4433
7673,21.63,85.77,95.57,0.61,7.61,246886.7,66.94,4456,300,34.55,0.57,6.34,6.35,114499.6,64997.63,57.86,9.09,3.51,4456,71.12,55.37,70.9,51.78,63.39,57.57,53.5,68.3,57.06,77.75,53.61,57.35,52.3,53.65,80.49,57.9,32.39,54.47,50.81,61.33,6.49,9.73,8.6,9.36,7.92,11.89,17.86,20.35,25.82,18.33,12.22,18.73,-0.29,-0.29,-0.43,-0.4,0.29,0.31,11142.67,4475.52,0,0,4456,4455,4456,4455,4456
7674,23.3,86.06,95.42,0.61,7.09,256665.3,70.14,4440,300,34.94,0.57,6.45,6.45,114129.8,64561.77,57.13,8.89,3.51,4439,71.19,55.37,71.27,51.97,63.57,57.94,53.69,68.23,57.2,77.56,53.76,57.31,52.33,53.8,80.38,57.97,36.2,50.85,51,59.81,6.49,9.35,8.6,8.79,8.87,12.84,18.24,20.54,19.71,15.37,15.77,24.84,-0.28,-0.28,-0.43,-0.4,0.28,0.3,11198.3,4445.09,0,0,4440,4440,4440,4440,4439
7675,24.12,85.77,95.39,0.61,7.3,262730.2,72.27,4500,300,35.21,0.56,6.51,6.52,112192.4,62945.07,57.75,8.95,0,4500,71.01,55.48,71.27,51.82,63.25,58.59,54.02,68.23,57.28,77.71,53.8,57.5,52.37,53.87,80.6,58.08,32.58,50.85,54.43,58.28,6.11,10.31,8.21,8.6,9.05,12.65,18.05,20.73,19.31,17.34,15.77,23.46,-0.28,-0.28,-0.43,-0.4,0.28,0.29,11241.03,4440.68,0,0,4500,4500,4500,4500,4500
7676,25.28,86.06,95.36,0.61,7.38,263172.4,78.3,4451,300,34.96,0.57,6.09,6.1,116162.4,61280.24,58.19,9.12,0,4451,71.19,55.44,71.67,51.93,63.43,57.5,53.8,68.23,57.46,77.67,53.87,57.57,52.44,53.98,80.49,58.08,34.68,49.71,52.71,57.71,6.3,10.12,8.02,8.79,9.24,12.46,18.24,20.16,20.69,17.34,16.56,24.65,-0.28,-0.27,-0.42,-0.4,0.28,0.3,11127.03,4435.5,0,0,4451,4451,4451,4450,4450
7677,25.73,85.88,95.36,0.61,7.45,263935.4,79.79,4440,300,35.67,0.56,6.58,6.59,116157.4,63991.78,58.04,8.8,0,4440,71.27,55.74,71.92,52.11,63.35,58.96,54.16,68.12,57.61,77.78,53.98,57.68,52.84,54.2,80.49,58.23,32.2,49.33,52.14,58.47,6.3,10.31,8.98,8.79,8.68,12.84,18.62,20.16,21.68,15.17,15.77,23.27,-0.27,-0.27,-0.42,-0.4,0.27,0.28,11171.79,4434,0,0,4440,4439,4440,4440,4440
7678,25.9,87.71,95.33,0.61,7.43,241987,67.94,4479,300,35.77,0.57,6.45,6.46,111863.1,63613.16,57.97,8.71,4.98,4479,71.27,55.92,71.81,52.3,63.32,58.08,54.35,68.01,58.3,78.04,54.24,58.01,53.06,54.42,80.82,58.52,34.68,49.52,51,60.95,6.68,9.93,8.21,9.17,8.68,12.65,17.47,20.35,19.51,15.77,16.95,20.7,-0.27,-0.27,-0.42,-0.4,0.27,0.29,11192.49,4466.77,0,0,4479,4479,4480,4480,4479
7679,25.76,86.13,95.39,0.6,7.09,263673.1,72.66,4456,300,35.57,0.56,6.48,6.49,109625.2,62574.18,58.15,8.79,3.58,4456,71.19,55.77,71.52,52.22,63.14,59,54.2,68.12,57.86,77.71,54.16,57.83,52.77,54.27,80.68,58.26,32.77,50.09,54.81,61.14,6.49,9.16,8.98,8.79,8.87,14.35,18.62,20.35,18.13,17.54,15.96,24.45,-0.27,-0.27,-0.43,-0.4,0.28,0.3,11251.76,4460.91,0,0,4456,4455,4454,4456,4456
7680,25.11,86.76,95.36,0.61,7.15,241314.8,69.97,4463,300,35.55,0.58,6.34,6.35,113641.9,64024.09,58.34,8.99,3.51,4462,71.3,55.85,71.59,52.3,63.39,58.23,54.24,68.04,57.86,78,54.09,58.04,52.84,54.27,80.64,58.3,34.49,52.95,48.34,58.85,5.92,10.31,8.6,8.98,8.68,13.78,18.05,20.16,19.51,18.92,12.81,20.11,-0.27,-0.27,-0.43,-0.4,0.28,0.3,11250.35,4469.55,0,0,4463,4463,4463,4463,4463
7681,24.19,86.28,95.42,0.61,7.48,254256.9,69.97,4469,300,35.47,0.58,6.25,6.26,115928.2,63836.58,57.79,8.81,0,4469,71.27,55.92,71.41,52.26,63.35,58.04,54.27,68.12,57.86,77.89,54.24,57.94,52.95,54.42,80.71,58.41,35.63,53.71,48.15,56.19,6.11,10.31,8.6,9.36,9.24,14.16,18.05,20.35,23.85,16.75,15.57,24.05,-0.27,-0.27,-0.42,-0.4,0.28,0.3,11240.24,4494.01,0,0,4469,4469,4469,4468,4469
7682,23.81,86.39,95.39,0.61,7.03,244884.3,70.02,4451,300,35.35,0.58,6.41,6.42,113736.8,61192.13,58.15,9.33,0,4452,71.27,55.7,71.38,52.37,63.43,57.75,54.13,68.12,57.83,77.97,54.09,57.83,52.73,54.09,80.6,58.26,38.3,52.56,47.96,60.95,5.92,10.5,8.98,9.93,8.49,12.65,17.66,19.97,18.72,17.34,14.98,22.67,-0.27,-0.27,-0.42,-0.4,0.28,0.3,11191.36,4447.99,0,0,4451,4451,4452,4451,4451
7683,23.3,85.55,95.51,0.61,7.3,261820.6,77.22,4423,300,35.06,0.59,6.36,6.37,114767.8,60905.08,58.7,8.7,3.57,4424,71.08,55.66,71.34,52.04,63.35,57.17,53.8,68.3,57.42,77.71,53.98,57.57,52.59,54.13,80.46,58.19,34.68,52.18,49.1,58.09,5.92,10.12,8.21,8.6,8.87,13.4,18.62,20.73,17.54,19.71,15.37,23.27,-0.28,-0.28,-0.41,-0.4,0.27,0.29,11113.5,4451.4,0,0,4423,4424,4423,4423,4423
7684,23.4,85.14,95.63,0.61,7.19,264579,72.93,4432,300,34.81,0.58,6.44,6.45,109155.5,60619.97,58.56,8.85,3.41,4432,71.01,55.41,71.08,51.89,63.43,57.42,53.72,68.34,57.13,77.71,53.76,57.46,52.15,53.76,80.35,57.94,34.11,53.52,49.48,58.66,6.3,9.73,8.79,9.17,8.68,12.27,18.43,20.93,18.13,19.31,14.78,22.87,-0.28,-0.27,-0.42,-0.41,0.28,0.29,11175.55,4442.1,0,0,4432,4431,4431,4432,4431
7685,23.16,84.96,95.65,0.61,7.33,266290,72.97,4444,300,34.64,0.58,6.37,6.37,122980.4,59715.23,58.67,9.26,3.46,4444,71.05,55.33,70.97,51.78,63.57,57.5,53.32,68.34,56.95,77.78,53.69,57.39,52.19,53.76,80.38,57.94,36.97,51.61,47.77,59.04,6.68,10.5,9.93,8.6,8.68,13.21,18.24,20.35,23.25,16.36,17.34,25.24,-0.28,-0.27,-0.42,-0.41,0.28,0.3,11139.48,4447.16,0,0,4444,4443,4443,4444,4443
7686,23.23,85,95.63,0.61,7.13,234591.1,69.9,4451,300,34.79,0.57,6.49,6.5,116595.5,59223.61,58.26,8.9,0,4451,71.05,55.33,70.9,51.78,63.5,57.64,53.61,68.23,57.13,77.45,53.72,57.46,52.22,53.54,80.53,57.79,34.3,51.61,44.72,60,6.3,9.73,8.21,8.6,8.87,13.78,18.43,20.54,22.86,19.12,15.57,24.45,-0.27,-0.27,-0.43,-0.4,0.29,0.3,11169.7,4445.02,0,0,4451,4450,4451,4451,4451
7687,22.82,85.88,95.71,0.61,6.91,226518.1,67.38,4456,300,34.72,0.58,6.38,6.39,114427.6,60188.61,58.3,9.11,6.01,4455,71.12,55.48,70.94,51.93,63.54,57.24,53.69,68.23,57.17,77.78,53.72,57.42,52.44,53.91,80.53,57.94,34.3,51.8,51.95,59.81,6.87,9.73,8.79,8.98,8.68,13.21,18.05,19.77,21.28,17.34,15.37,21.49,-0.28,-0.27,-0.44,-0.4,0.28,0.29,11190.84,4456.9,0,0,4456,4455,4456,4455,4455
7688,22.75,86.28,95.63,0.61,7.26,257373,66.33,4482,300,34.84,0.58,6.47,6.48,120936.4,62400,58.01,8.87,0,4483,71.19,55.48,71.01,52,63.61,57.53,53.69,68.26,57.31,77.93,53.83,57.39,52.33,53.87,80.57,57.94,36.78,52.37,49.67,57.33,6.11,9.93,8.98,8.6,8.49,13.59,18.05,19.77,20.1,16.36,13.6,20.31,-0.28,-0.28,-0.42,-0.4,0.28,0.29,11277.22,4460.7,0,0,4482,4483,4483,4482,4482
7689,22.58,85.11,95.63,0.61,6.86,235530.8,66.33,4451,300,34.33,0.58,6.25,6.26,109977.5,59168.32,58.3,8.85,3.44,4451,70.86,55.3,70.53,51.78,63.57,57.24,53.43,68.34,56.76,77.53,53.5,57.28,51.97,53.54,80.38,57.64,34.87,51.61,50.24,55.62,6.49,10.88,9.93,9.17,8.68,13.02,18.24,20.54,18.33,15.96,15.57,23.66,-0.28,-0.27,-0.43,-0.4,0.29,0.3,11199.96,4472.66,0,0,4451,4451,4451,4450,4451
7690,22.58,86.21,95.54,0.61,7.1,234799.7,64.99,4475,300,34.38,0.58,6.51,6.52,123835,61732.79,57.94,9.11,3.41,4475,71.08,55.26,70.97,51.86,63.57,57.57,53.58,68.3,56.98,77.78,53.61,57.35,52.3,53.8,80.57,58.01,36.78,54.47,50.43,56.57,6.11,9.73,9.36,8.6,8.87,12.46,18.24,19.97,20.89,19.12,15.37,23.46,-0.28,-0.28,-0.43,-0.4,0.28,0.29,11255.7,4465.17,0,0,4475,4474,4475,4475,4475
7691,22.82,86.17,95.51,0.61,7.11,210039.7,64.92,4492,300,34.33,0.59,6.3,6.31,117071.9,61006.95,57.79,9.07,3.47,4491,70.97,55.33,70.97,51.82,63.57,56.47,53.43,68.23,57.09,77.89,53.69,57.35,52.22,53.76,80.57,57.83,34.87,53.71,48.15,54.09,6.49,9.93,8.4,10.12,8.3,12.46,18.05,20.16,20.5,15.96,13.4,17.75,-0.28,-0.28,-0.42,-0.4,0.29,0.3,11246.65,4473.23,0,0,4492,4492,4491,4491,4491
7692,21.93,85.88,95.6,0.61,7.31,241627.7,62.94,4479,300,34.33,0.58,6.47,6.48,120956.1,59736.17,57.68,8.8,0,4478,71.16,55.41,70.83,51.82,63.57,57.24,53.58,68.41,56.91,77.86,53.65,57.39,52.26,53.65,80.57,57.97,35.06,51.42,51,53.52,6.49,9.73,8.98,9.55,8.49,12.65,17.66,19.97,21.28,19.31,15.37,22.67,-0.28,-0.28,-0.43,-0.4,0.29,0.3,11261.58,4458.09,0,0,4479,4479,4479,4479,4478
7693,21.05,85.25,95.68,0.61,7.43,210729.1,62.96,4466,300,34.42,0.58,6.51,6.51,114932.5,60334.13,57.79,8.85,3.45,4466,71.16,55.33,70.83,52,63.68,57.42,53.58,68.37,56.98,77.82,53.58,57.24,52.33,53.8,80.79,58.01,34.87,51.23,50.43,52.38,7.25,9.35,8.98,9.17,8.68,12.84,18.43,20.54,22.47,21.09,15.96,23.07,-0.28,-0.28,-0.42,-0.4,0.27,0.29,11263.74,4491.37,0,0,4466,4465,4466,4466,4466
7694,21.08,85.55,95.65,0.61,7.07,233562.5,65.16,4403,300,34.5,0.58,6.53,6.54,117363.3,61309.57,57.75,9.14,4.97,4403,71.12,55.33,70.64,51.93,63.61,57.2,53.39,68.34,56.8,77.71,53.54,57.24,52.22,53.65,80.6,58.08,36.39,51.99,49.1,53.52,6.68,10.12,8.79,8.6,8.87,13.59,18.62,20.35,22.47,17.54,14.59,22.48,-0.28,-0.28,-0.42,-0.4,0.27,0.28,11159.97,4489.6,0,0,4403,4403,4403,4402,4403
7695,21.69,85.29,95.71,0.61,7.09,199752.9,65.16,4441,300,34.38,0.58,6.48,6.5,113576.9,58574.68,58.52,9.07,3.52,4441,71.05,55.3,70.61,51.86,63.68,57.53,53.36,68.37,56.84,77.71,53.61,57.24,52.15,53.61,80.6,57.86,34.11,52.18,51.19,55.43,6.3,9.73,8.98,9.55,8.3,13.4,17.86,20.16,22.47,18.33,13.21,20.51,-0.28,-0.28,-0.43,-0.4,0.28,0.29,11152.54,4469.23,0,0,4441,4441,4442,4441,4442
7696,22.75,85.25,95.71,0.61,7,224139.7,68.24,4495,300,34.6,0.57,6.34,6.35,130623.5,58726.28,58.01,8.88,0,4495,71.08,55.33,70.83,51.89,63.43,57.97,53.58,68.3,56.98,77.82,53.69,57.39,52.04,53.54,80.75,57.9,35.25,50.85,51.57,54.09,6.68,10.12,8.21,8.6,8.68,13.4,18.05,19.77,21.28,19.31,14.98,22.48,-0.28,-0.28,-0.42,-0.4,0.28,0.3,11267.89,4484.35,0,0,4495,4496,4495,4496,4496
7697,23.64,85.44,95.71,0.6,6.82,226521.2,70.31,4475,300,34.99,0.57,6.63,6.64,126960.4,58402.48,58.15,8.87,3.47,4474,71.12,55.48,70.97,51.86,63.35,58.56,53.69,68.23,57.02,77.86,53.8,57.5,52.26,53.91,80.82,58.15,35.82,52.56,50.81,55.81,6.49,9.73,8.21,9.55,8.49,13.59,17.86,20.16,20.1,16.16,14.98,22.28,-0.28,-0.28,-0.43,-0.4,0.28,0.3,11185.7,4473.85,0,0,4475,4475,4475,4475,4474
7698,22.48,84.96,95.71,0.6,7.05,242399,70.26,4457,300,35.21,0.57,6.51,6.52,132896.5,63322.91,58.08,8.66,0,4457,71.27,55.48,71.34,52,63.35,58.67,54.02,68.15,57.28,77.67,53.83,57.57,52.7,54.09,80.68,58.15,32.77,51.8,51.57,58.09,6.11,10.5,8.79,8.79,9.43,14.72,19.2,20.93,23.45,17.54,14.59,21.89,-0.28,-0.28,-0.42,-0.4,0.27,0.28,11160.18,4457.92,0,0,4457,4457,4457,4457,4457
7699,22.82,86.06,95.71,0.62,7,255978.3,69.14,4480,300,34.79,0.58,6.47,6.48,130214.4,61318.19,58.04,9,3.48,4479,71.12,55.52,71.05,51.86,63.57,57.75,53.83,68.15,57.31,78.04,53.8,57.5,52.63,54.05,80.71,58.34,36.2,49.52,47.96,55.62,6.3,9.54,9.36,8.98,8.49,13.4,18.05,20.16,23.45,16.95,15.18,25.24,-0.28,-0.28,-0.43,-0.4,0.27,0.28,11281.58,4488.35,0,0,4480,4479,4480,4480,4480
7700,23.3,83.57,95.63,0.61,7.1,251669.6,70.24,4462,300,33.4,0.58,6.52,6.53,136702.1,62159.64,57.94,8.95,3.43,4461,70.94,54.82,70.9,51.23,63.68,56.58,52.95,68.74,56.21,77.53,53.14,56.91,51.64,53.39,80.57,57.57,34.68,50.28,52.52,58.28,6.3,9.93,8.6,8.6,8.87,14.35,18.24,20.73,19.31,16.16,16.36,24.05,-0.27,-0.27,-0.43,-0.4,0.27,0.28,11246.76,4470.24,0,0,4462,4461,4462,4461,4462
7701,23.57,83.57,95.57,0.61,6.69,243470.9,70.26,4441,300,33.11,0.58,6.75,6.76,133533.7,62208.17,58.3,8.85,3.47,4441,70.72,54.68,70.39,51.05,63.46,57.13,52.66,68.67,55.77,77.42,52.84,56.43,51.23,52.77,80.35,57.31,33.92,50.28,51.19,56.19,6.3,10.5,8.02,8.79,8.68,12.84,17.66,20.16,21.28,15.17,13.4,19.72,-0.27,-0.27,-0.43,-0.4,0.28,0.29,11244.86,4513.44,0,0,4441,4441,4441,4441,4441
